flight_id,date,day_of_week,carrier,flight_number,tail_number,origin,origin_lat,origin_lon,dest,sched_dep_local,dep_hour,scheduled_arr_local,distance_km,temp_c,wind_speed_kmh,wind_gust_kmh,precip_mm,snowfall_cm,cloud_cover_pct,weather_code,dep_delay_min,arr_delay_min,delayed_15,cancelled,delay_cause,late_aircraft_delay_min,weather_delay_min,inbound_delay,sched_dep_datetime,prev_sched_arr,prev_date,turnaround_minutes,tight_turnaround,delay_probability,risk,reason_type,reason_text,recommended_action
2015-01-11_OO5329,2015-01-11,7,OO,5329,N874AS,ORD,41.9796,-87.90446,AVL,18:30,18,21:13,863,-1.8,8.4,17.3,0.0,0.07,100,71,8.0,27.0,0.0,0,nas,8.0,0.0,-4.0,2015-01-11 18:30:00,16:32,2015-01-11,167.0,0,0.4738331929617376,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-07_UA1062,2015-01-07,3,UA,1062,N87507,DEN,39.85841,-104.667,SAN,19:00,19,20:27,1373,-8.4,12.6,5.0,0.0,0.0,54,2,77.0,75.0,1.0,0,late_aircraft,70.0,0.0,0.0,2015-01-07 19:00:00,,,120.0,0,0.5241232373963203,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-06_UA1127,2015-01-06,2,UA,1127,N87512,DEN,39.85841,-104.667,LAS,08:07,8,09:05,1011,-5.4,9.4,12.6,0.0,0.0,49,1,1.0,-3.0,0.0,0,none,,,0.0,2015-01-06 08:07:00,,,120.0,0,0.1897514045895065,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-07_UA1126,2015-01-07,3,UA,1126,N87512,DEN,39.85841,-104.667,ANC,11:26,11,15:15,3870,-11.0,3.6,13.3,0.0,0.0,100,3,18.0,48.0,1.0,0,nas,0.0,18.0,-3.0,2015-01-07 11:26:00,09:05,2015-01-06,1639.0,0,0.6066460992288569,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_UA1243,2015-01-08,4,UA,1243,N87512,DEN,39.85841,-104.667,LAS,08:07,8,09:05,1011,-3.1,8.8,19.8,0.0,0.0,0,0,-4.0,-18.0,0.0,0,none,,,48.0,2015-01-08 08:07:00,15:15,2015-01-07,1241.0,0,0.1684484165962532,GREEN,cascade,Inbound aircraft 48 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_UA1094,2015-01-11,7,UA,1094,N87512,DEN,39.85841,-104.667,IAD,08:30,8,13:43,2337,-6.5,8.0,17.6,0.0,0.0,96,3,173.0,171.0,1.0,0,late_aircraft,148.0,0.0,-18.0,2015-01-11 08:30:00,09:05,2015-01-08,4343.0,0,0.2122535597363296,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-06_UA1730,2015-01-06,2,UA,1730,N87513,DEN,39.85841,-104.667,EWR,11:10,11,16:48,2583,-1.3,7.2,19.1,0.0,0.0,0,0,47.0,31.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-06 11:10:00,,,120.0,0,0.4789663151577371,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_UA1451,2015-01-08,4,UA,1451,N87513,ORD,41.9796,-87.90446,IAH,13:58,13,16:47,1489,-16.0,26.4,46.1,0.3,0.21,100,73,131.0,129.0,1.0,0,weather,56.0,73.0,31.0,2015-01-08 13:58:00,16:48,2015-01-06,3048.0,0,0.9611346351096344,RED,cascade,Inbound aircraft 31 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_UA1692,2015-01-09,5,UA,1692,N87513,DEN,39.85841,-104.667,OMA,19:50,19,22:14,760,-8.9,9.7,5.8,0.0,0.0,0,0,44.0,33.0,1.0,0,late_aircraft,23.0,0.0,129.0,2015-01-09 19:50:00,16:47,2015-01-08,1792.0,0,0.6309626904442439,AMBER,cascade,Inbound aircraft 129 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-10_UA1598,2015-01-10,6,UA,1598,N87513,ORD,41.9796,-87.90446,FLL,08:45,8,13:00,1902,-20.8,14.5,26.3,0.0,0.0,0,0,18.0,-6.0,1.0,0,none,,,33.0,2015-01-10 08:45:00,22:14,2015-01-09,775.0,0,0.3936177207205654,GREEN,cascade,Inbound aircraft 33 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_UA1491,2015-01-06,2,UA,1491,N87527,DEN,39.85841,-104.667,IAD,10:11,10,15:28,2337,-4.8,10.5,17.6,0.0,0.0,2,0,13.0,0.0,0.0,0,none,,,0.0,2015-01-06 10:11:00,,,120.0,0,0.2736874999003452,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_UA1694,2015-01-08,4,UA,1694,N87531,ORD,41.9796,-87.90446,LGA,08:00,8,11:08,1180,-23.7,16.8,35.3,0.0,0.0,100,3,-9.0,-21.0,0.0,0,none,,,0.0,2015-01-08 08:00:00,,,120.0,0,0.5252729395715966,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-08_UA1491,2015-01-08,4,UA,1491,N87531,DEN,39.85841,-104.667,IAD,15:40,15,20:51,2337,3.4,6.8,10.4,0.0,0.0,0,0,18.0,2.0,1.0,0,none,,,-21.0,2015-01-08 15:40:00,11:08,2015-01-08,460.0,0,0.4908508782362192,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_DL1468,2015-01-05,1,DL,1468,N896AT,ORD,41.9796,-87.90446,DTW,12:10,12,14:33,378,-16.5,17.2,38.5,0.0,0.0,100,3,-3.0,-15.0,0.0,0,none,,,0.0,2015-01-05 12:10:00,,,120.0,0,0.5796531753099121,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-11_DL1431,2015-01-11,7,DL,1431,N896AT,ORD,41.9796,-87.90446,DTW,10:45,10,13:07,378,-7.2,12.5,23.8,0.0,0.0,90,3,-2.0,-19.0,0.0,0,none,,,-15.0,2015-01-11 10:45:00,14:33,2015-01-05,8555.0,0,0.1153282824770673,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_MQ3082,2015-01-07,3,MQ,3082,N8EGMQ,ORD,41.9796,-87.90446,MSP,17:50,17,19:14,538,-18.9,15.8,42.1,0.0,0.0,19,0,100.0,117.0,1.0,0,late_aircraft,73.0,27.0,0.0,2015-01-07 17:50:00,19:08,2015-01-05,2905.0,0,0.6240075547497963,AMBER,weather,Moderate wind gusts (42 km/h),"Monitor weather, prepare for ground stop"
2015-01-07_MQ2910,2015-01-07,3,MQ,2910,N8EGMQ,ORD,41.9796,-87.90446,DTW,22:15,22,00:24,378,-22.0,13.8,25.2,0.0,0.0,3,0,125.0,164.0,1.0,0,late_aircraft,90.0,35.0,117.0,2015-01-07 22:15:00,19:14,2015-01-07,265.0,0,0.9253060507240952,RED,cascade,Inbound aircraft 117 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_MQ3172,2015-01-06,2,MQ,3172,N900MQ,ORD,41.9796,-87.90446,CID,13:45,13,14:45,315,-13.4,19.9,33.1,0.0,0.0,90,3,32.0,42.0,1.0,0,nas,12.0,0.0,0.0,2015-01-06 13:45:00,,,120.0,0,0.6178740286899926,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-06_MQ2971,2015-01-06,2,MQ,2971,N900MQ,ORD,41.9796,-87.90446,MLI,19:55,19,20:42,224,-14.3,19.0,44.3,0.0,0.0,98,3,95.0,97.0,1.0,0,weather,0.0,95.0,42.0,2015-01-06 19:55:00,14:45,2015-01-06,370.0,0,0.8527997590323079,RED,cascade,Inbound aircraft 42 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ3662,2015-01-07,3,MQ,3662,N900MQ,ORD,41.9796,-87.90446,TOL,11:15,11,13:06,343,-19.1,25.2,53.6,0.0,0.0,38,1,33.0,37.0,1.0,0,weather,10.0,23.0,0.0,2015-01-07 11:15:00,12:22,2015-01-07,40.0,1,0.7323786986877626,RED,turnaround,Tight turnaround (40 min),Add ground time buffer or expedite handling
2015-01-07_MQ3368,2015-01-07,3,MQ,3368,N900MQ,ORD,41.9796,-87.90446,PIT,12:15,12,14:38,665,-18.7,25.7,56.2,0.0,0.0,29,1,198.0,197.0,1.0,0,late_aircraft,139.0,58.0,37.0,2015-01-07 12:15:00,13:06,2015-01-07,60.0,0,0.7782788408876445,RED,cascade,Inbound aircraft 37 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_MQ2933,2015-01-07,3,MQ,2933,N900MQ,ORD,41.9796,-87.90446,EVV,20:15,20,21:20,439,-20.9,14.2,28.4,0.0,0.0,7,0,51.0,50.0,1.0,0,late_aircraft,40.0,10.0,0.0,2015-01-07 20:15:00,17:11,2015-01-07,290.0,0,0.5623253225774988,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_MQ3437,2015-01-08,4,MQ,3437,N900MQ,ORD,41.9796,-87.90446,TVC,09:40,9,11:43,360,-22.9,18.3,34.6,0.0,0.0,100,3,61.0,54.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-08 09:40:00,21:47,2015-01-07,765.0,0,0.581950606567318,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_MQ3046,2015-01-08,4,MQ,3046,N900MQ,ORD,41.9796,-87.90446,DBQ,15:40,15,16:30,237,-14.4,25.0,50.4,0.6,0.42,100,73,145.0,230.0,1.0,0,weather,38.0,107.0,54.0,2015-01-08 15:40:00,11:43,2015-01-08,360.0,0,0.9729462975170776,RED,cascade,Inbound aircraft 54 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_MQ3481,2015-01-09,5,MQ,3481,N900MQ,ORD,41.9796,-87.90446,FWA,08:35,8,10:28,253,-16.5,16.9,39.6,0.0,0.0,34,1,47.0,50.0,1.0,0,carrier,3.0,0.0,0.0,2015-01-09 08:35:00,09:13,2015-01-09,15.0,1,0.717505223196778,RED,turnaround,Tight turnaround (15 min),Add ground time buffer or expedite handling
2015-01-09_MQ3663,2015-01-09,5,MQ,3663,N900MQ,ORD,41.9796,-87.90446,DTW,13:30,13,15:47,378,-16.0,24.1,49.3,0.0,0.0,100,3,56.0,67.0,1.0,0,weather,0.0,56.0,50.0,2015-01-09 13:30:00,10:28,2015-01-09,295.0,0,0.8642744281447178,RED,cascade,Inbound aircraft 50 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_MQ3442,2015-01-09,5,MQ,3442,N900MQ,ORD,41.9796,-87.90446,CMI,21:25,21,22:14,217,-18.4,20.0,37.8,0.0,0.0,3,0,87.0,89.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-09 21:25:00,18:53,2015-01-09,200.0,0,0.6424769234531942,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-10_MQ3677,2015-01-10,6,MQ,3677,N900MQ,ORD,41.9796,-87.90446,BNA,10:30,10,11:59,658,-19.1,15.6,27.0,0.0,0.0,0,0,-5.0,-12.0,0.0,0,none,,,0.0,2015-01-10 10:30:00,13:18,2015-01-10,15.0,1,0.3942209862979595,GREEN,turnaround,Tight turnaround (15 min),Add ground time buffer or expedite handling
2015-01-10_MQ3226,2015-01-10,6,MQ,3226,N900MQ,ORD,41.9796,-87.90446,TYS,20:40,20,23:10,764,-7.1,17.0,34.6,0.0,0.0,100,3,33.0,32.0,1.0,0,late_aircraft,32.0,0.0,-12.0,2015-01-10 20:40:00,11:59,2015-01-10,610.0,0,0.539781411189772,AMBER,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-05_DL1477,2015-01-05,1,DL,1477,N900PC,ORD,41.9796,-87.90446,ATL,07:00,7,10:08,975,-19.3,12.0,25.2,0.0,0.0,2,0,0.0,-15.0,0.0,0,none,,,0.0,2015-01-05 07:00:00,,,120.0,0,0.5261050272663662,AMBER,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-05_WN426,2015-01-05,1,WN,426,N900WN,DEN,39.85841,-104.667,SMF,16:40,16,18:15,1463,2.8,3.6,20.9,0.0,0.0,90,3,24.0,26.0,1.0,0,carrier,9.0,0.0,0.0,2015-01-05 16:40:00,,,120.0,0,0.8590253471889078,RED,demand,High-demand travel day,Pre-position standby crew
2015-01-09_WN685,2015-01-09,5,WN,685,N900WN,DEN,39.85841,-104.667,SNA,21:00,21,22:25,1362,-13.2,9.7,14.8,0.0,0.0,54,2,7.0,-10.0,0.0,0,none,,,26.0,2015-01-09 21:00:00,18:15,2015-01-05,6020.0,0,0.3723015237296262,GREEN,cascade,Inbound aircraft slightly late (26 min),Consider aircraft swap or extend turnaround
2015-01-08_DL1632,2015-01-08,4,DL,1632,N901DA,ORD,41.9796,-87.90446,MSP,09:14,9,10:51,538,-22.9,18.3,34.6,0.0,0.0,100,3,-4.0,-1.0,0.0,0,none,,,0.0,2015-01-08 09:14:00,,,120.0,0,0.5088022045605569,AMBER,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-08_DL2108,2015-01-08,4,DL,2108,N901DA,DEN,39.85841,-104.667,MSP,13:39,13,16:39,1094,2.9,6.0,12.6,0.0,0.0,2,0,-4.0,-11.0,0.0,0,none,,,-1.0,2015-01-08 13:39:00,10:51,2015-01-08,265.0,0,0.2426190874902311,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_DL2205,2015-01-11,7,DL,2205,N901DE,ORD,41.9796,-87.90446,DTW,09:00,9,11:20,378,-8.5,11.5,24.5,0.0,0.0,88,3,-3.0,-9.0,0.0,0,none,,,0.0,2015-01-11 09:00:00,,,120.0,0,0.1283183299053892,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_WN2437,2015-01-05,1,WN,2437,N901WN,DEN,39.85841,-104.667,MSP,11:15,11,14:10,1094,-2.8,15.1,34.9,0.0,0.0,100,3,8.0,0.0,0.0,0,none,,,0.0,2015-01-05 11:15:00,,,120.0,0,0.5836058812069452,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-11_WN555,2015-01-11,7,WN,555,N901WN,DEN,39.85841,-104.667,TUS,21:05,21,23:00,1028,-0.8,5.8,9.7,0.0,0.07,91,71,-1.0,-1.0,0.0,0,none,,,0.0,2015-01-11 21:05:00,14:10,2015-01-05,9230.0,0,0.225835419636981,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-09_DL2205,2015-01-09,5,DL,2205,N902DE,ORD,41.9796,-87.90446,DTW,09:10,9,11:30,378,-17.1,16.7,38.9,0.0,0.0,45,1,13.0,3.0,0.0,0,none,,,0.0,2015-01-09 09:10:00,,,120.0,0,0.4823251832448896,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_F9358,2015-01-05,1,F9,358,N902FR,DEN,39.85841,-104.667,MKE,10:50,10,14:02,1442,-5.9,17.5,35.3,0.0,0.0,94,3,26.0,27.0,1.0,0,nas,13.0,0.0,0.0,2015-01-05 10:50:00,,,120.0,0,0.5188166473374339,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_F9141,2015-01-05,1,F9,141,N902FR,DEN,39.85841,-104.667,SEA,17:12,17,19:05,1648,2.7,3.9,19.1,0.0,0.0,95,3,32.0,27.0,1.0,0,late_aircraft,18.0,0.0,27.0,2015-01-05 17:12:00,14:02,2015-01-05,382.0,0,0.8037704999758242,RED,cascade,Inbound aircraft slightly late (27 min),Consider aircraft swap or extend turnaround
2015-01-05_F9422,2015-01-05,1,F9,422,N902FR,DEN,39.85841,-104.667,ATL,23:59,23,04:41,1930,0.2,7.2,24.1,0.0,0.0,100,3,2.0,2.0,0.0,0,none,,,27.0,2015-01-05 23:59:00,19:05,2015-01-05,407.0,0,0.4498738944981716,AMBER,cascade,Inbound aircraft slightly late (27 min),Consider aircraft swap or extend turnaround
2015-01-07_F9575,2015-01-07,3,F9,575,N902FR,DEN,39.85841,-104.667,SLC,13:10,13,14:32,629,-9.3,12.4,20.5,0.0,0.0,99,3,-3.0,-7.0,0.0,0,none,,,2.0,2015-01-07 13:10:00,04:41,2015-01-05,2231.0,0,0.3990568125045894,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_F9422,2015-01-07,3,F9,422,N902FR,DEN,39.85841,-104.667,ATL,23:59,23,04:41,1930,-12.1,16.2,23.0,0.0,0.0,40,1,-6.0,-13.0,0.0,0,none,,,-7.0,2015-01-07 23:59:00,14:32,2015-01-07,649.0,0,0.3546618561617259,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_WN3056,2015-01-05,1,WN,3056,N902WN,DEN,39.85841,-104.667,IAD,11:15,11,16:25,2337,-2.8,15.1,34.9,0.0,0.0,100,3,18.0,13.0,1.0,0,none,,,0.0,2015-01-05 11:15:00,,,120.0,0,0.6324187879724156,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-07_WN161,2015-01-07,3,WN,161,N902WN,DEN,39.85841,-104.667,DAY,11:35,11,16:05,1746,-11.0,3.6,13.3,0.0,0.0,100,3,54.0,60.0,1.0,0,late_aircraft,35.0,0.0,13.0,2015-01-07 11:35:00,16:25,2015-01-05,2900.0,0,0.7223952063830503,RED,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_WN416,2015-01-07,3,WN,416,N902WN,DEN,39.85841,-104.667,BUR,18:20,18,19:50,1368,-7.4,10.6,5.8,0.0,0.0,84,3,55.0,38.0,1.0,0,late_aircraft,30.0,0.0,60.0,2015-01-07 18:20:00,16:05,2015-01-07,405.0,0,0.7477926709837357,RED,cascade,Inbound aircraft 60 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_DL1493,2015-01-08,4,DL,1493,N903DE,ORD,41.9796,-87.90446,DTW,16:35,16,19:05,378,-13.6,26.2,47.2,0.6,0.42,100,73,113.0,140.0,1.0,0,late_aircraft,102.0,6.0,0.0,2015-01-08 16:35:00,,,120.0,0,0.9880325468003937,RED,weather,Moderate wind gusts (47 km/h),"Monitor weather, prepare for ground stop"
2015-01-05_OO5293,2015-01-05,1,OO,5293,N903SW,DEN,39.85841,-104.667,SGU,11:10,11,12:54,832,-2.8,15.1,34.9,0.0,0.0,100,3,21.0,9.0,1.0,0,none,,,0.0,2015-01-05 11:10:00,,,120.0,0,0.6188275000430984,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_OO5202,2015-01-05,1,OO,5202,N903SW,DEN,39.85841,-104.667,CID,15:00,15,17:53,1114,2.9,11.0,22.7,0.0,0.0,100,3,61.0,103.0,1.0,0,carrier,14.0,0.0,9.0,2015-01-05 15:00:00,12:54,2015-01-05,230.0,0,0.8205028719085103,RED,demand,High-demand travel day,Pre-position standby crew
2015-01-05_OO6337,2015-01-05,1,OO,6337,N903SW,DEN,39.85841,-104.667,CPR,22:01,22,23:08,370,0.3,8.4,18.0,0.0,0.0,93,3,103.0,101.0,1.0,0,late_aircraft,101.0,0.0,103.0,2015-01-05 22:01:00,17:53,2015-01-05,421.0,0,0.6548724278791934,AMBER,cascade,Inbound aircraft 103 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_OO5623,2015-01-06,2,OO,5623,N903SW,DEN,39.85841,-104.667,MEM,10:11,10,13:32,1403,-4.8,10.5,17.6,0.0,0.0,2,0,9.0,5.0,0.0,0,none,,,101.0,2015-01-06 10:11:00,23:08,2015-01-05,730.0,0,0.3062490324897308,GREEN,cascade,Inbound aircraft 101 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-06_OO4997,2015-01-06,2,OO,4997,N903SW,ORD,41.9796,-87.90446,MEM,16:03,16,17:57,790,-12.7,21.6,43.6,0.0,0.0,85,3,37.0,33.0,1.0,0,carrier,0.0,0.0,5.0,2015-01-06 16:03:00,13:32,2015-01-06,352.0,0,0.5858909503351988,AMBER,weather,Moderate wind gusts (43 km/h),"Monitor weather, prepare for ground stop"
2015-01-07_OO4996,2015-01-07,3,OO,4996,N903SW,ORD,41.9796,-87.90446,MSN,15:19,15,16:16,174,-17.8,22.0,45.4,0.0,0.0,25,1,21.0,22.0,1.0,0,weather,0.0,21.0,33.0,2015-01-07 15:19:00,17:57,2015-01-06,1396.0,0,0.7326548527303299,RED,cascade,Inbound aircraft 33 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-07_OO5619,2015-01-07,3,OO,5619,N903SW,DEN,39.85841,-104.667,HLN,19:52,19,21:52,956,-8.4,12.6,5.0,0.0,0.0,54,2,2.0,6.0,0.0,0,none,,,22.0,2015-01-07 19:52:00,16:16,2015-01-07,273.0,0,0.4278604259802458,AMBER,cascade,Inbound aircraft slightly late (22 min),Consider aircraft swap or extend turnaround
2015-01-11_OO6281,2015-01-11,7,OO,6281,N903SW,DEN,39.85841,-104.667,ONT,11:22,11,12:44,1318,0.3,3.3,12.6,0.0,0.0,99,3,61.0,53.0,1.0,0,carrier,0.0,0.0,6.0,2015-01-11 11:22:00,21:52,2015-01-07,5250.0,0,0.391907193320136,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_OO6299,2015-01-11,7,OO,6299,N903SW,DEN,39.85841,-104.667,BFL,18:52,18,20:32,1360,0.6,2.4,5.8,0.0,0.0,100,3,-1.0,-9.0,0.0,0,none,,,53.0,2015-01-11 18:52:00,12:44,2015-01-11,450.0,0,0.4740733013873008,AMBER,cascade,Inbound aircraft 53 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_WN368,2015-01-08,4,WN,368,N903WN,DEN,39.85841,-104.667,OAK,12:00,12,13:45,1540,2.4,7.4,14.8,0.0,0.0,0,0,3.0,-18.0,0.0,0,none,,,0.0,2015-01-08 12:00:00,,,120.0,0,0.2915575484255808,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-05_DL2108,2015-01-05,1,DL,2108,N904DA,DEN,39.85841,-104.667,MSP,13:39,13,16:39,1094,2.0,15.4,26.6,0.0,0.0,100,3,222.0,208.0,1.0,0,late_aircraft,208.0,0.0,0.0,2015-01-05 13:39:00,,,120.0,0,0.6016638793829103,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-06_DL2442,2015-01-06,2,DL,2442,N904DA,DEN,39.85841,-104.667,ATL,14:45,14,19:37,1930,2.8,6.2,9.7,0.0,0.0,0,0,-2.0,-16.0,0.0,0,none,,,208.0,2015-01-06 14:45:00,16:39,2015-01-05,1506.0,0,0.3148668055122941,GREEN,cascade,Inbound aircraft 208 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-11_DL2442,2015-01-11,7,DL,2442,N904DA,DEN,39.85841,-104.667,ATL,14:45,14,19:37,1930,1.6,4.6,5.0,0.0,0.07,95,71,-7.0,-11.0,0.0,0,none,,,-16.0,2015-01-11 14:45:00,19:37,2015-01-06,7200.0,0,0.3065880713336985,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-11_DL2183,2015-01-11,7,DL,2183,N904DE,ORD,41.9796,-87.90446,ATL,10:15,10,13:14,975,-7.2,12.5,23.8,0.0,0.0,90,3,-1.0,-7.0,0.0,0,none,,,0.0,2015-01-11 10:15:00,,,120.0,0,0.0819152698247177,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-09_DL393,2015-01-09,5,DL,393,N904DL,ORD,41.9796,-87.90446,ATL,12:45,12,15:48,975,-16.4,24.1,48.6,0.0,0.0,98,3,89.0,82.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-09 12:45:00,,,120.0,0,0.5544317928548265,AMBER,weather,Moderate wind gusts (48 km/h),"Monitor weather, prepare for ground stop"
2015-01-06_WN442,2015-01-06,2,WN,442,N904WN,DEN,39.85841,-104.667,SAN,21:15,21,22:45,1373,1.2,4.0,9.7,0.0,0.0,99,3,101.0,83.0,1.0,0,carrier,0.0,0.0,0.0,2015-01-06 21:15:00,,,120.0,0,0.7052717533695626,RED,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-07_WN599,2015-01-07,3,WN,599,N904WN,DEN,39.85841,-104.667,SDF,10:30,10,14:55,1648,-11.4,3.9,9.7,0.0,0.0,100,3,56.0,48.0,1.0,0,late_aircraft,42.0,0.0,83.0,2015-01-07 10:30:00,22:45,2015-01-06,795.0,0,0.7159352327022712,RED,cascade,Inbound aircraft 83 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_WN1049,2015-01-09,5,WN,1049,N904WN,DEN,39.85841,-104.667,SFO,21:10,21,23:00,1556,-13.2,9.7,14.8,0.0,0.0,54,2,10.0,-8.0,0.0,0,none,,,48.0,2015-01-09 21:10:00,14:55,2015-01-07,3520.0,0,0.4441579233682652,AMBER,cascade,Inbound aircraft 48 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-08_DL1616,2015-01-08,4,DL,1616,N905DA,DEN,39.85841,-104.667,ATL,07:55,7,13:00,1930,-1.8,11.1,25.9,0.0,0.0,3,0,-7.0,-31.0,0.0,0,none,,,0.0,2015-01-08 07:55:00,,,120.0,0,0.1600973521618666,GREEN,congestion,Morning peak bank,Retime departure if possible to avoid peak
2015-01-05_F9745,2015-01-05,1,F9,745,N905FR,DEN,39.85841,-104.667,PHX,12:35,12,14:20,969,0.8,14.5,33.5,0.0,0.0,93,3,-10.0,-11.0,0.0,0,none,,,0.0,2015-01-05 12:35:00,,,120.0,0,0.6519210089474515,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-05_F9866,2015-01-05,1,F9,866,N905FR,DEN,39.85841,-104.667,MSO,21:30,21,23:30,1093,1.2,8.2,19.4,0.0,0.0,92,3,15.0,22.0,1.0,0,carrier,0.0,0.0,-11.0,2015-01-05 21:30:00,14:20,2015-01-05,535.0,0,0.6107372546285164,AMBER,demand,High-demand travel day,Pre-position standby crew
2015-01-06_F9424,2015-01-06,2,F9,424,N905FR,DEN,39.85841,-104.667,ATL,08:55,8,13:39,1930,-5.4,9.4,12.6,0.0,0.0,49,1,-6.0,-11.0,0.0,0,none,,,22.0,2015-01-06 08:55:00,23:30,2015-01-05,685.0,0,0.2430459358032271,GREEN,cascade,Inbound aircraft slightly late (22 min),Consider aircraft swap or extend turnaround
2015-01-08_F9557,2015-01-08,4,F9,557,N905FR,DEN,39.85841,-104.667,SAN,17:25,17,18:41,1373,3.2,10.7,11.5,0.0,0.0,0,0,-7.0,-15.0,0.0,0,none,,,-11.0,2015-01-08 17:25:00,13:39,2015-01-06,3390.0,0,0.3811725721193179,GREEN,congestion,Evening peak congestion bank,Retime departure if possible to avoid peak
2015-01-08_F9712,2015-01-08,4,F9,712,N905FR,DEN,39.85841,-104.667,RSW,23:55,23,05:21,2586,-6.8,18.1,23.0,0.1,0.07,97,71,-1.0,32.0,0.0,0,nas,0.0,0.0,-15.0,2015-01-08 23:55:00,18:41,2015-01-08,390.0,0,0.3320232278406286,GREEN,low_risk,Multiple minor factors combined,Monitor as normal
2015-01-09_F9296,2015-01-09,5,F9,296,N905FR,DEN,39.85841,-104.667,TPA,10:10,10,15:24,2424,-11.7,5.5,11.2,0.0,0.0,26,1,14.0,27.0,0.0,0,carrier,0.0,0.0,32.0,2015-01-09 10:10:00,05:21,2015-01-08,615.0,0,0.3073167562940311,GREEN,cascade,Inbound aircraft 32 min late on previous leg,Consider aircraft swap or extend turnaround
2015-01-09_F9686,2015-01-09,5,F9,686,N905FR,DEN,39.85841,-104.667,MCO,18:50,18,00:09,2488,-7.3,12.5,6.5,0.0,0.0,0,0,21.0,21.0,1.0,0,late_aircraft,21.0,0.0,27.0,2015-01-09 18:50:00,15:24,2015-01-09,520.0,0,0.6225714013465649,AMBER,cascade,Inbound aircraft slightly late (27 min),Consider aircraft swap or extend turnaround
